CHR	TSS	Gene-Symbol	Category	Strand	TS_ID
chr3	49056004	DALRD3	WGS	-1	DALRD3
chr3	49058444	NDUFAF3	WGS	1	NDUFAF3
chr3	49066823	IMPDH2	WGS	-1	IMPDH2
chr3	49131796	QRICH1	WGS	-1	QRICH1
chr3	49142504	QARS	WGS	-1	QARS
chr3	49158264	USP19	WGS	-1	USP19
chr3	49170551	LAMB2	WGS	-1	LAMB2
chr3	49203754	CCDC71	WGS	-1	CCDC71
chr3	49209044	KLHDC8B	WGS	1	KLHDC8B
chr3	49229291	C3orf84	WGS	-1	C3orf84
chr3	49236320	CCDC36	WGS	1	CCDC36
chr3	49297518	RP11-3B7.1	WGS	1	RP11-3B7.1
chr3	49315342	C3orf62	WGS	-1	C3orf62
chr3	49377504	USP4	WGS	-1	USP4
chr3	49396033	GPX1	WGS	-1	GPX1
chr3	49449635	RHOA	WGS	-1	RHOA
chr3	49449639	TCTA	WGS	1	TCTA
chr3	49460186	AMT	WGS	-1	AMT
chr3	49466759	NICN1	WGS	-1	NICN1
chr3	49507565	DAG1	WGS	1	DAG1
chr3	49591922	BSN	WGS	1	BSN
chr3	49711435	APEH	WGS	1	APEH
chr3	49726486	MST1	WGS	-1	MST1
chr3	49726932	RNF123	WGS	1	RNF123
chr3	49761349	AMIGO3	negativeControl	-1	AMIGO3
chr3	49761384	GMPPB	WGS	-1	GMPPB
chr3	49823960	IP6K1	WGS	-1	IP6K1
chr3	49837254	CDHR4	WGS	-1	CDHR4
chr3	49840687	FAM212A	WGS	1	FAM212A
chr3	49851379	UBA7	WGS	-1	UBA7
chr3	49894000	TRAIP	WGS	-1	TRAIP
chr3	49907655	CAMKV	WGS	-1	CAMKV
chr3	49941070	MST1R	WGS	-1	MST1R
chr3	49941420	CTD-2330K9.3	WGS	1	CTD-2330K9.3
chr3	49967578	MON1A	WGS	-1	MON1A
chr3	49977466	RBM6	WGS	1	RBM6
chr3	50126341	RBM5	WGS	1	RBM5
chr3	50192562	SEMA3F	WGS	1	SEMA3F
chr3	50229045	GNAT1	WGS	1	GNAT1
chr3	50273384	GNAI2	WGS	1	GNAI2
chr3	50316458	LSMEM2	WGS	1	LSMEM2
chr3	50329897	IFRD2	WGS	-1	IFRD2
chr3	50336899	HYAL3	WGS	-1	HYAL3
chr3	50336847	NAT6	WGS	-1	NAT6
chr3	50341003	HYAL1	WGS	-1	HYAL1
chr3	50360213	HYAL2	WGS	-1	HYAL2
chr3	50365674	TUSC2	WGS	-1	TUSC2
chr3	50378272	RASSF1	WGS	-1	RASSF1
chr3	50384283	ZMYND10	WGS	-1	ZMYND10
chr3	50388522	NPRL2	WGS	-1	NPRL2
chr3	50388289	CYB561D2	WGS	1	CYB561D2
chr3	50388323	XXcos-LUCA11.5	WGS	1	XXcos-LUCA11.5
chr3	50397041	TMEM115	WGS	-1	TMEM115
chr3	50540854	CACNA2D2	WGS	-1	CACNA2D2
chr3	50605182	C3orf18	WGS	-1	C3orf18
chr3	50606628	HEMK1	WGS	1	HEMK1
chr3	50649203	CISH	WGS	-1	CISH
chr3	50649339	MAPKAPK3	WGS	1	MAPKAPK3
chr3	50712672	DOCK3	WGS	1	DOCK3
chr3	51422478	MANF	WGS	1	MANF
chr3	51428731	RBM15B	WGS	1	RBM15B
chr3	51467664	VPRBP	WGS	-1	VPRBP
chr3	51575596	RAD54L2	WGS	1	RAD54L2
chr3	51705271	TEX264	WGS	1	TEX264
chr3	51741086	GRM2	WGS	1	GRM2
chr3	51813009	IQCF6	WGS	-1	IQCF6
chr3	51851620	IQCF3	WGS	1	IQCF3
chr3	51895654	IQCF2	WGS	1	IQCF2
chr3	51909600	IQCF5	WGS	-1	IQCF5
chr3	51937351	IQCF1	WGS	-1	IQCF1
chr3	51975957	RRP9	WGS	-1	RRP9
chr3	51976375	PARP3	WGS	1	PARP3
chr3	51989330	GPR62	WGS	1	GPR62
chr3	52001461	PCBP4	WGS	-1	PCBP4
chr3	52008032	RP11-155D18.14	WGS	-1	RP11-155D18.14
chr3	52017425	ABHD14B	WGS	-1	ABHD14B
chr3	52009084	ABHD14A	WGS	1	ABHD14A
chr3	52017478	ACY1	WGS	1	ACY1
chr3	52009076	ABHD14A-ACY1	WGS	1	ABHD14A-ACY1
chr3	52029879	RPL29	WGS	-1	RPL29
chr3	52090566	DUSP7	WGS	-1	DUSP7
chr3	52097567	LINC00696	WGS	-1	LINC00696
chr3	52188428	POC1A	WGS	-1	POC1A
chr3	52232110	ALAS1	WGS	1	ALAS1
chr3	52260179	TLR9	WGS	-1	TLR9
chr3	52265206	TLR9	WGS	-1	TLR9
chr3	52273276	TWF2	WGS	-1	TWF2
chr3	52280225	PPM1M	WGS	1	PPM1M
chr3	52312659	WDR82	WGS	-1	WDR82
chr3	52321872	GLYCTK	WGS	1	GLYCTK
chr3	52350335	DNAH1	WGS	1	DNAH1
chr3	52444366	BAP1	WGS	-1	BAP1
chr3	52444673	PHF7	WGS	1	PHF7
chr3	52479043	SEMA3G	WGS	-1	SEMA3G
chr3	52488086	TNNC1	WGS	-1	TNNC1
chr3	52489524	NISCH	WGS	1	NISCH
chr3	52529354	STAB1	WGS	1	STAB1
chr3	52567793	NT5DC2	WGS	-1	NT5DC2
chr3	52570621	SMIM4	WGS	1	SMIM4
chr3	52719852	PBRM1	WGS	-1	PBRM1
chr3	52719936	GNL3	WGS	1	GNL3
chr3	52740048	GLT8D1	WGS	-1	GLT8D1
chr3	52739652	SPCS1	WGS	1	SPCS1
chr3	52804965	NEK4	WGS	-1	NEK4
chr3	52811608	ITIH1	WGS	1	ITIH1
chr3	52828814	ITIH3	WGS	1	ITIH3
chr3	52864755	ITIH4	WGS	-1	ITIH4
chr3	52869235	MUSTN1	WGS	-1	MUSTN1
chr3	52931578	TMEM110-MUSTN1	WGS	-1	TMEM110-MUSTN1
chr3	52931612	TMEM110	WGS	-1	TMEM110
chr3	53080084	SFMBT1	WGS	-1	SFMBT1
chr3	53164478	RFT1	WGS	-1	RFT1
chr3	53195136	PRKCD	WGS	1	PRKCD
chr3	53290038	TKT	WGS	-1	TKT
chr3	53381654	DCP1A	WGS	-1	DCP1A
chr3	53529076	CACNA1D	WGS	1	CACNA1D
chr3	53880417	CHDH	WGS	-1	CHDH
chr3	53880607	IL17RB	WGS	1	IL17RB
chr3	53916229	ACTR8	WGS	-1	ACTR8
chr3	53926015	SELK	WGS	-1	SELK
chr3	54156693	CACNA2D3	WGS	1	CACNA2D3
chr3	54962101	LRTM1	WGS	-1	LRTM1
chr3	55523973	WNT5A	WGS	-1	WNT5A
chr3	56502391	ERC2	WGS	-1	ERC2
chr3	56591201	CCDC66	WGS	1	CCDC66
chr3	56717045	FAM208A	WGS	-1	FAM208A
chr3	57113336	ARHGEF3	WGS	-1	ARHGEF3
chr3	57094469	SPATA12	WGS	1	SPATA12
chr3	57199403	IL17RD	WGS	-1	IL17RD
chr3	57233983	HESX1	WGS	-1	HESX1
chr3	57261765	APPL1	WGS	1	APPL1
chr3	57326710	ASB14	WGS	-1	ASB14
chr3	57530068	DNAH12	WGS	-1	DNAH12
chr3	57542004	PDE12	WGS	1	PDE12
chr3	57583135	ARF4	WGS	-1	ARF4
chr3	57678816	DENND6A	WGS	-1	DENND6A
chr3	57741957	SLMAP	WGS	1	SLMAP
chr3	57994127	FLNB	WGS	1	FLNB
chr3	58200398	DNASE1L3	WGS	-1	DNASE1L3
chr3	58223233	ABHD6	WGS	1	ABHD6
chr3	58291989	RPP14	WGS	1	RPP14
chr3	58303341	RPP14	WGS	1	RPP14
chr3	58318607	PXK	WGS	1	PXK
chr3	58419579	PDHB	WGS	-1	PDHB
chr3	58483500	KCTD6	WGS	1	KCTD6
chr3	58523046	ACOX2	WGS	-1	ACOX2
chr3	58563491	FAM107A	WGS	-1	FAM107A
chr3	58652575	FAM3D	WGS	-1	FAM3D
chr3	59035810	C3orf67	WGS	-1	C3orf67
chr3	61237133	FHIT	WGS	-1	FHIT
chr3	59957583	NPCDR1	WGS	-1	NPCDR1
chr3	61547585	PTPRG	WGS	1	PTPRG
chr3	62304718	C3orf14	WGS	1	C3orf14
chr3	62359190	FEZF2	WGS	-1	FEZF2
chr3	62861054	CADPS	WGS	-1	CADPS
chr3	63263799	SYNPR	WGS	1	SYNPR
chr3	63638344	SNTN	WGS	1	SNTN
chr3	63805038	C3orf49	WGS	1	C3orf49
chr3	63849579	THOC7	WGS	-1	THOC7
chr3	63850233	ATXN7	WGS	1	ATXN7
chr3	64009236	PSMD6	WGS	-1	PSMD6
chr3	64211131	PRICKLE2	WGS	-1	PRICKLE2
chr3	64673676	ADAMTS9	WGS	-1	ADAMTS9
chr3	66023983	MAGI1	WGS	-1	MAGI1
chr3	66119285	SLC25A26	WGS	1	SLC25A26
chr3	66551356	LRIG1	WGS	-1	LRIG1
chr3	67048731	KBTBD8	WGS	1	KBTBD8
chr3	67705034	SUCLG2	WGS	-1	SUCLG2
chr3	68053359	FAM19A1	WGS	1	FAM19A1
chr3	68981761	FAM19A4	WGS	-1	FAM19A4
chr3	69062774	EOGT	WGS	-1	EOGT
chr3	69101454	TMF1	WGS	-1	TMF1
chr3	69129559	UBA3	WGS	-1	UBA3
chr3	69134095	ARL6IP5	WGS	1	ARL6IP5
chr3	69171717	LMOD3	WGS	-1	LMOD3
chr3	69435224	FRMD4B	WGS	-1	FRMD4B
chr3	69788586	MITF	WGS	1	MITF
chr3	71179988	FOXP1	WGS	-1	FOXP1
chr3	71774526	EIF4E3	WGS	-1	EIF4E3
chr3	71803201	GPR27	WGS	1	GPR27
chr3	71834212	PROK2	WGS	-1	PROK2
chr3	72496069	RYBP	WGS	-1	RYBP
chr3	72897631	SHQ1	WGS	-1	SHQ1
chr3	72937224	GXYLT2	WGS	1	GXYLT2
chr3	73045936	PPP4R2	WGS	1	PPP4R2
chr3	73110810	EBLN2	WGS	1	EBLN2
chr3	73674091	PDZRN3	WGS	-1	PDZRN3
chr3	74570291	CNTN3	WGS	-1	CNTN3
chr3	75713481	FRG2C	WGS	1	FRG2C
chr3	75834255	ZNF717	WGS	-1	ZNF717
chr3	75955846	ROBO2	WGS	1	ROBO2
chr3	79816965	ROBO1	WGS	-1	ROBO1
chr3	81811312	GBE1	WGS	-1	GBE1
chr3	85775632	CADM2	WGS	1	CADM2
chr3	87040257	VGLL3	WGS	-1	VGLL3
chr3	87276435	CHMP2B	WGS	1	CHMP2B
chr3	87325654	POU1F1	WGS	-1	POU1F1
chr3	88039846	HTR1F	WGS	1	HTR1F
chr3	88106459	CGGBP1	WGS	-1	CGGBP1
chr3	88108424	RP11-159G9.5	WGS	1	RP11-159G9.5
chr3	88188254	ZNF654	WGS	1	ZNF654
chr3	88198893	C3orf38	WGS	1	C3orf38
chr3	89156674	EPHA3	WGS	1	EPHA3
chr3	93692910	PROS1	WGS	-1	PROS1
chr3	93698993	ARL13B	WGS	1	ARL13B
chr3	93747454	STX19	WGS	-1	STX19
chr3	93782067	DHFRL1	WGS	-1	DHFRL1
chr3	93781760	NSUN3	WGS	1	NSUN3
chr3	96337000	MTRNR2L12	WGS	-1	MTRNR2L12
chr3	96533430	EPHA6	WGS	1	EPHA6
chr3	97483372	ARL6	WGS	1	ARL6
chr3	97540884	CRYBG3	WGS	1	CRYBG3
chr3	97595819	CRYBG3	WGS	1	CRYBG3
chr3	97691301	MINA	WGS	-1	MINA
chr3	97806017	OR5AC2	WGS	1	OR5AC2
chr3	97851542	OR5H1	negativeControl	1	OR5H1
chr3	97868170	OR5H14	WGS	1	OR5H14
chr3	97887544	OR5H15	negativeControl	1	OR5H15
chr3	97983088	OR5H6	WGS	1	OR5H6
chr3	98001732	OR5H2	negativeControl	1	OR5H2
chr3	98072698	OR5K4	WGS	1	OR5K4
chr3	98109510	OR5K3	negativeControl	1	OR5K3
chr3	98188324	OR5K1	negativeControl	1	OR5K1
chr3	98216448	OR5K2	WGS	1	OR5K2
chr3	98241910	CLDND1	WGS	-1	CLDND1
chr3	98312567	CPOX	WGS	-1	CPOX
chr3	98250743	GPR15	WGS	1	GPR15
chr3	98451572	ST3GAL6	WGS	1	ST3GAL6
chr3	98620533	DCBLD2	WGS	-1	DCBLD2
chr3	99357319	COL8A1	WGS	1	COL8A1
chr3	99536678	CMSS1	WGS	1	CMSS1
chr3	99833357	FILIP1L	WGS	-1	FILIP1L
chr3	99904531	TMEM30C	WGS	1	TMEM30C
chr3	99979856	TBC1D23	WGS	1	TBC1D23
chr3	100053545	NIT2	WGS	1	NIT2
chr3	100120242	TOMM70A	WGS	-1	TOMM70A
chr3	100120037	LNP1	WGS	1	LNP1
chr3	100211463	TMEM45A	WGS	1	TMEM45A
chr3	100328433	GPR128	WGS	1	GPR128
chr3	100428269	TFG	WGS	1	TFG
chr3	100712359	ABI3BP	WGS	-1	ABI3BP
chr3	101039404	IMPG2	WGS	-1	IMPG2
chr3	101232028	SENP7	WGS	-1	SENP7
chr3	101280706	TRMT10C	WGS	1	TRMT10C
chr3	101292939	PCNP	WGS	1	PCNP
chr3	101396339	ZBTB11	WGS	-1	ZBTB11
chr3	101405626	RPL24	WGS	-1	RPL24
chr3	101442769	CEP97	WGS	1	CEP97
chr3	101504244	NXPE3	WGS	1	NXPE3
chr3	101568358	NFKBIZ	WGS	1	NFKBIZ
chr3	102153859	ZPLD1	WGS	1	ZPLD1
chr3	105085753	ALCAM	WGS	1	ALCAM
chr3	105587887	CBLB	WGS	-1	CBLB
chr3	107096188	CCDC54	WGS	1	CCDC54
chr3	107241823	BBX	WGS	1	BBX
chr3	107809861	CD47	WGS	-1	CD47
chr3	107941417	IFT57	WGS	-1	IFT57
chr3	108021332	HHLA2	WGS	1	HHLA2
chr3	108248169	MYH15	WGS	-1	MYH15
chr3	108308299	KIAA1524	WGS	-1	KIAA1524
chr3	108308529	DZIP3	WGS	1	DZIP3
chr3	108476231	RETNLB	WGS	-1	RETNLB
chr3	108541545	TRAT1	WGS	1	TRAT1
chr3	108672742	GUCA1C	WGS	-1	GUCA1C
chr3	108836989	MORC1	WGS	-1	MORC1
chr3	109035364	DPPA2	WGS	-1	DPPA2
chr3	109056419	DPPA4	WGS	-1	DPPA4
chr3	110612323	RP11-553A10.1	WGS	-1	RP11-553A10.1
chr3	110790590	PVRL3	WGS	1	PVRL3
chr3	111260965	CD96	WGS	1	CD96
chr3	111314290	ZBED2	WGS	-1	ZBED2
chr3	111393769	PLCXD2	WGS	1	PLCXD2
chr3	111578027	PHLDB2	WGS	1	PHLDB2
chr3	111697882	ABHD10	WGS	1	ABHD10
chr3	111717586	TAGLN3	WGS	1	TAGLN3
chr3	111758553	TMPRSS7	WGS	1	TMPRSS7
chr3	111805182	C3orf52	WGS	1	C3orf52
chr3	111852101	GCSAM	WGS	-1	GCSAM
chr3	112013105	SLC9C1	WGS	-1	SLC9C1
chr3	112052003	CD200	WGS	1	CD200
chr3	112218408	BTLA	WGS	-1	BTLA
chr3	112280810	ATG3	WGS	-1	ATG3
chr3	112280857	SLC35A5	WGS	1	SLC35A5
chr3	112360116	CCDC80	WGS	-1	CCDC80
chr3	112564797	CD200R1L	WGS	-1	CD200R1L
chr3	112693969	CD200R1	WGS	-1	CD200R1
chr3	112709765	GTPBP8	WGS	1	GTPBP8
chr3	112738686	C3orf17	WGS	-1	C3orf17
chr3	112930329	BOC	WGS	1	BOC
chr3	113160361	WDR52	WGS	-1	WDR52
chr3	113234003	SPICE1	WGS	-1	SPICE1
chr3	113251143	SIDT1	WGS	1	SIDT1
chr3	113415493	KIAA2018	WGS	-1	KIAA2018
chr3	113465121	NAA50	WGS	-1	NAA50
chr3	113465866	ATP6V1A	WGS	1	ATP6V1A
chr3	113557265	GRAMD1C	WGS	1	GRAMD1C
chr3	113666748	ZDHHC23	WGS	1	ZDHHC23
chr3	113775460	KIAA1407	WGS	-1	KIAA1407
chr3	113775582	QTRTD1	WGS	1	QTRTD1
chr3	113897899	DRD3	WGS	-1	DRD3
chr3	113956425	ZNF80	WGS	-1	ZNF80
chr3	114009949	TIGIT	WGS	1	TIGIT
chr3	114102488	ZBTB20	WGS	-1	ZBTB20
chr3	115342357	GAP43	WGS	1	GAP43
chr3	116164378	LSAMP	WGS	-1	LSAMP
chr3	118753735	IGSF11	WGS	-1	IGSF11
chr3	118864997	C3orf30	WGS	1	C3orf30
chr3	118866222	RP11-484M3.5	WGS	1	RP11-484M3.5
chr3	118892365	UPK1B	WGS	1	UPK1B
chr3	118959486	B4GALT4	WGS	-1	B4GALT4
chr3	119013220	ARHGAP31	WGS	1	ARHGAP31
chr3	119182529	TMEM39A	WGS	-1	TMEM39A
chr3	119187785	POGLUT1	WGS	1	POGLUT1
chr3	119217379	TIMMDC1	WGS	1	TIMMDC1
chr3	119278449	CD80	WGS	-1	CD80
chr3	119298115	ADPRH	WGS	1	ADPRH
chr3	119316689	PLA1A	WGS	1	PLA1A
chr3	119379437	POPDC2	WGS	-1	POPDC2
chr3	119396250	COX17	WGS	-1	COX17
chr3	119421869	MAATS1	WGS	1	MAATS1
chr3	119501557	NR1I2	WGS	1	NR1I2
chr3	119812513	GSK3B	WGS	-1	GSK3B
chr3	120003941	GPR156	WGS	-1	GPR156
chr3	120068186	LRRC58	WGS	-1	LRRC58
chr3	120170100	FSTL1	WGS	-1	FSTL1
chr3	120315156	NDUFB4	WGS	1	NDUFB4
chr3	120401418	HGD	WGS	-1	HGD
chr3	120461384	RABL3	WGS	-1	RABL3
chr3	120461579	GTF2E1	WGS	1	GTF2E1
chr3	120626919	STXBP5L	WGS	1	STXBP5L
chr3	121264853	POLQ	WGS	-1	POLQ
chr3	121289551	ARGFX	WGS	1	ARGFX
chr3	121311966	FBXO40	WGS	1	FBXO40
chr3	121379758	HCLS1	WGS	-1	HCLS1
chr3	121468587	GOLGB1	WGS	-1	GOLGB1
chr3	121553926	IQCB1	WGS	-1	IQCB1
chr3	121554062	EAF2	WGS	1	EAF2
chr3	121612936	SLC15A2	WGS	1	SLC15A2
chr3	121741051	ILDR1	WGS	-1	ILDR1
chr3	121774221	CD86	WGS	1	CD86
chr3	121903181	CASR	WGS	1	CASR
chr3	122044091	CSTA	WGS	1	CSTA
chr3	122102078	CCDC58	WGS	-1	CCDC58
chr3	122103029	FAM162A	WGS	1	FAM162A
chr3	122134882	WDR5B	WGS	-1	WDR5B
chr3	122233775	KPNA1	WGS	-1	KPNA1
chr3	122283424	PARP9	WGS	-1	PARP9
chr3	122283085	DTX3L	WGS	1	DTX3L
chr3	122296449	PARP15	WGS	1	PARP15
chr3	122399465	PARP14	WGS	1	PARP14
chr3	122512671	HSPBAP1	WGS	-1	HSPBAP1
chr3	122513642	DIRC2	WGS	1	DIRC2
chr3	122694981	SEMA5B	WGS	-1	SEMA5B
chr3	122785917	PDIA5	WGS	1	PDIA5
chr3	122927169	SEC22A	WGS	1	SEC22A
chr3	123168605	ADCY5	WGS	-1	ADCY5
chr3	123304032	PTPLB	WGS	-1	PTPLB
chr3	123603149	MYLK	WGS	-1	MYLK
chr3	123680564	CCDC14	WGS	-1	CCDC14
chr3	123710199	ROPN1	WGS	-1	ROPN1
chr3	123813528	KALRN	WGS	1	KALRN
chr3	124449213	UMPS	WGS	1	UMPS
chr3	124606144	ITGB5	WGS	-1	ITGB5
chr3	124653595	MUC13	WGS	-1	MUC13
chr3	124774802	HEG1	WGS	-1	HEG1
chr3	124930243	SLC12A8	WGS	-1	SLC12A8
chr3	125094198	ZNF148	WGS	-1	ZNF148
chr3	125239041	SNX4	WGS	-1	SNX4
chr3	125313934	OSBPL11	WGS	-1	OSBPL11
chr3	125655882	ALG1L	WGS	-1	ALG1L
chr3	125687987	ROPN1B	WGS	1	ROPN1B
chr3	125803147	SLC41A3	WGS	-1	SLC41A3
chr3	125900029	ALDH1L1	WGS	-1	ALDH1L1
chr3	126076285	KLF15	WGS	-1	KLF15
chr3	126113782	CCDC37	WGS	1	CCDC37
chr3	126194762	ZXDC	WGS	-1	ZXDC
chr3	126236596	UROC1	WGS	-1	UROC1
chr3	126243126	CHST13	WGS	1	CHST13
chr3	126277808	C3orf22	WGS	-1	C3orf22
chr3	126373998	TXNRD3	WGS	-1	TXNRD3
chr3	126327398	TXNRD3NB	WGS	-1	TXNRD3NB
chr3	126423063	CHCHD6	WGS	1	CHCHD6
chr3	126707437	PLXNA1	WGS	1	PLXNA1
chr3	126911974	C3orf56	WGS	1	C3orf56
chr3	127309612	TPRA1	WGS	-1	TPRA1
chr3	127317066	MCM2	WGS	1	MCM2
chr3	127348024	PODXL2	WGS	1	PODXL2
chr3	127391783	ABTB1	WGS	1	ABTB1
chr3	127541701	MGLL	WGS	-1	MGLL
chr3	127634075	KBTBD12	WGS	1	KBTBD12
chr3	127771212	SEC61A1	WGS	1	SEC61A1
chr3	127842667	RUVBL1	WGS	-1	RUVBL1
chr3	127872297	EEFSEC	WGS	1	EEFSEC
chr3	128185811	DNAJB8	WGS	-1	DNAJB8
chr3	128212028	GATA2	WGS	-1	GATA2
chr3	128294929	C3orf27	WGS	-1	C3orf27
chr3	128369692	RPN1	WGS	-1	RPN1
chr3	128444965	RAB7A	WGS	1	RAB7A
chr3	128598454	ACAD9	WGS	1	ACAD9
chr3	128712958	KIAA1257	WGS	-1	KIAA1257
chr3	128690173	RP11-723O4.6	WGS	-1	RP11-723O4.6
chr3	128720472	EFCC1	WGS	1	EFCC1
chr3	128779610	GP9	WGS	1	GP9
chr3	128840633	RAB43	WGS	-1	RAB43
chr3	128879879	ISY1-RAB43	WGS	-1	ISY1-RAB43
chr3	128879891	ISY1	WGS	-1	ISY1
chr3	128902753	CNBP	WGS	-1	CNBP
chr3	128968449	COPG1	WGS	1	COPG1
chr3	128997683	HMCES	WGS	1	HMCES
chr3	129035120	H1FX	WGS	-1	H1FX
chr3	129147494	EFCAB12	WGS	-1	EFCAB12
chr3	129158852	MBD4	WGS	-1	MBD4
chr3	129158982	IFT122	WGS	1	IFT122
chr3	129247483	RHO	WGS	1	RHO
chr3	129262057	H1FOO	WGS	1	H1FOO
chr3	129325661	PLXND1	WGS	-1	PLXND1
chr3	129599309	TMCC1	WGS	-1	TMCC1
chr3	129693148	TRH	WGS	1	TRH
chr3	130064359	COL6A5	WGS	1	COL6A5
chr3	130279178	COL6A6	WGS	1	COL6A6
chr3	130465673	PIK3R4	WGS	-1	PIK3R4
chr3	130569450	ATP2C1	WGS	1	ATP2C1
chr3	130745646	ASTE1	WGS	-1	ASTE1
chr3	130745727	NEK11	WGS	1	NEK11
chr3	131100629	NUDT16	WGS	1	NUDT16
chr3	131221813	MRPL3	WGS	-1	MRPL3
chr3	132004254	CPNE4	WGS	-1	CPNE4
chr3	132036251	ACPP	WGS	1	ACPP
chr3	132136370	DNAJC13	WGS	1	DNAJC13
chr3	132379567	ACAD11	WGS	-1	ACAD11
chr3	132441286	NPHP3	WGS	-1	NPHP3
chr3	132316081	ACKR4	WGS	1	ACKR4
chr3	132378310	UBA5	WGS	1	UBA5
chr3	132757235	TMEM108	WGS	1	TMEM108
chr3	133118839	BFSP2	WGS	1	BFSP2
chr3	133292574	CDV3	WGS	1	CDV3
chr3	133380737	TOPBP1	WGS	-1	TOPBP1
chr3	133464800	TF	WGS	1	TF
chr3	133502877	SRPRB	WGS	1	SRPRB
chr3	133614660	RAB6B	WGS	-1	RAB6B
chr3	133648656	C3orf36	WGS	-1	C3orf36
chr3	133748920	SLCO2A1	WGS	-1	SLCO2A1
chr3	133969494	RYK	WGS	-1	RYK
chr3	134093436	AMOTL2	WGS	-1	AMOTL2
chr3	134204865	ANAPC13	WGS	-1	ANAPC13
chr3	134204897	CEP63	WGS	1	CEP63
chr3	134514104	EPHB1	WGS	1	EPHB1
chr3	134369864	KY	WGS	-1	KY
chr3	135684515	PPP2R3A	WGS	1	PPP2R3A
chr3	135914688	MSL2	WGS	-1	MSL2
chr3	135969201	PCCB	WGS	1	PCCB
chr3	136471210	STAG1	WGS	-1	STAG1
chr3	136537861	SLC35G2	WGS	1	SLC35G2
chr3	136581050	NCK1	WGS	1	NCK1
chr3	136676707	IL20RB	WGS	1	IL20RB
chr3	137483579	SOX14	WGS	1	SOX14
chr3	137728842	CLDN18	WGS	1	CLDN18
chr3	137834451	DZIP1L	WGS	-1	DZIP1L
chr3	137851229	A4GNT	WGS	-1	A4GNT
chr3	137893791	DBR1	WGS	-1	DBR1
chr3	137906109	ARMC8	WGS	1	ARMC8
chr3	138048728	NME9	WGS	-1	NME9
chr3	138066539	MRAS	WGS	1	MRAS
chr3	138153455	ESYT3	WGS	1	ESYT3
chr3	138313198	CEP70	WGS	-1	CEP70
chr3	138327451	FAIM	WGS	1	FAIM
chr3	138553594	PIK3CB	WGS	-1	PIK3CB
chr3	138665982	FOXL2	WGS	-1	FOXL2
chr3	138666076	C3orf72	WGS	1	C3orf72
chr3	138725110	PRR23A	WGS	-1	PRR23A
chr3	138724648	MRPS22	WGS	1	MRPS22
chr3	138739768	PRR23B	WGS	-1	PRR23B
chr3	138763734	PRR23C	WGS	-1	PRR23C
chr3	139108574	COPB2	WGS	-1	COPB2
chr3	139195358	RBP2	WGS	-1	RBP2
chr3	139258671	RBP1	WGS	-1	RBP1
chr3	139396859	NMNAT3	WGS	-1	NMNAT3
chr3	139654027	CLSTN2	WGS	1	CLSTN2
chr3	140396881	TRIM42	WGS	1	TRIM42
chr3	140660729	SLC25A36	WGS	1	SLC25A36
chr3	140770244	SPSB4	WGS	1	SPSB4
chr3	140950670	ACPL2	WGS	1	ACPL2
chr3	141106654	ZBTB38	WGS	1	ZBTB38
chr3	141205891	RASA2	WGS	1	RASA2
chr3	141457046	RNF7	WGS	1	RNF7
chr3	141496990	GRK7	WGS	1	GRK7
chr3	141595456	ATP1B3	WGS	1	ATP1B3
chr3	141868363	TFDP2	WGS	-1	TFDP2
chr3	141944449	GK5	WGS	-1	GK5
chr3	142166904	XRN1	WGS	-1	XRN1
chr3	142297668	ATR	WGS	-1	ATR
chr3	142342228	PLS1	WGS	1	PLS1
chr3	142442916	TRPC1	WGS	1	TRPC1
chr3	142608045	PCOLCE2	WGS	-1	PCOLCE2
chr3	142682178	PAQR9	WGS	-1	PAQR9
chr3	142720381	U2SURP	WGS	1	U2SURP
chr3	142838173	CHST2	WGS	1	CHST2
chr3	143567373	SLC9A9	WGS	-1	SLC9A9
chr3	143690640	C3orf58	WGS	1	C3orf58
chr3	145782358	AC107021.1	WGS	1	AC107021.1
chr3	145878954	PLOD2	WGS	-1	PLOD2
chr3	145968966	PLSCR4	WGS	-1	PLSCR4
chr3	146187088	PLSCR2	WGS	-1	PLSCR2
chr3	146262651	PLSCR1	WGS	-1	PLSCR1
chr3	146324003	PLSCR5	WGS	-1	PLSCR5
chr3	147122071	ZIC4	WGS	-1	ZIC4
chr3	147127171	ZIC1	WGS	1	ZIC1
chr3	148415658	AGTR1	WGS	1	AGTR1
chr3	148508889	CPB1	WGS	1	CPB1
chr3	148583043	CPA3	WGS	1	CPA3
chr3	148709128	GYG1	WGS	1	GYG1
chr3	148804317	HLTF	WGS	-1	HLTF
chr3	148847371	HPS3	WGS	1	HPS3
chr3	148939842	CP	WGS	-1	CP
chr3	149051548	TM4SF18	WGS	-1	TM4SF18
chr3	149095652	TM4SF1	WGS	-1	TM4SF1
chr3	149191761	TM4SF4	WGS	1	TM4SF4
chr3	149421060	WWTR1	WGS	-1	WWTR1
chr3	149470286	COMMD2	WGS	-1	COMMD2
chr3	149510610	ANKUB1	WGS	-1	ANKUB1
chr3	149530557	RNF13	WGS	1	RNF13
chr3	149688896	PFN2	WGS	-1	PFN2
chr3	149689066	AC117395.1	WGS	1	AC117395.1
chr3	150126122	TSC22D2	WGS	1	TSC22D2
chr3	150320961	SERP1	WGS	-1	SERP1
chr3	150264481	EIF2A	WGS	1	EIF2A
